code_iata;icao_code;timezone;gmt_offset;raw_offset;dst_offset;name;ordre
CSA;EGEY;Europe/London;0;0;1;Colonsay Airstrip;4560
CSH;ULAS;Europe/Moscow;3;3;3;Solovki Airport;4561
DBC;ZYBA;Asia/Shanghai;8;8;8;Baicheng Chang'an Airport;4562
DFI;KDFI;America/New_York;-5;-5;-4;Defiance Memorial Airport;4563
DHT;KDHT;America/Chicago;-6;-6;-5;Dalhart Municipal Airport;4564
DMN;KDMN;America/Denver;-7;-7;-6;Deming Municipal Airport;4565
DRE;KDRM;America/Detroit;-5;-5;-4;Drummond Island Airport;4566
DRT;KDRT;America/Chicago;-6;-6;-5;Del Rio International Airport;4567
DUC;KDUC;America/Chicago;-6;-6;-5;Halliburton Field;4568
ELV;PAEL;America/Juneau;-9;-9;-8;Elfin Cove Seaplane Base;4569
ENB;YEEB;Australia/Perth;8;8;8;Eneabba Airport;4570
FKQ;WASF;Asia/Jayapura;9;9;9;Fakfak Torea Airport;4571
FRR;KFRR;America/New_York;-5;-5;-4;Front Royal-Warren County Airport;4572
FRW;FBFT;Africa/Gaborone;2;2;2;Francistown Airport;4573
GAX;;;;;;;4574
GGD;YGDS;Australia/Brisbane;10;10;10;Gregory Downs Airport;4575
GMQ;ZLGL;Asia/Shanghai;8;8;8;Golog Maqin Airport;4576
GRE;KGRE;America/Chicago;-6;-6;-5;Greenville Airport;4577
GVN;UHKM;Asia/Vladivostok;10;10;10;May-gatka Airport;4578
GWO;KGWO;America/Chicago;-6;-6;-5;Greenwood-Leflore Airport;4579
HCC;;;;;;;4580
HHZ;NTGH;Pacific/Tahiti;-10;-10;-10;Hikueru Atoll Airport;4581
HKA;KHKA;America/Chicago;-6;-6;-5;Blytheville Municipal Airport;4582
HLE;FHSH;Atlantic/St_Helena;0;0;0;Saint Helena Airport;4583
HLT;YHML;Australia/Melbourne;11;10;10;Hamilton Airport;4584
HQL;;;;;;;4585
HVD;ZMKD;Asia/Hovd;7;7;7;Khovd Airport;4586
HWK;YHAW;Australia/Adelaide;10,5;9,5;9,5;Wilpena Pound Airport;4587
ITU;UHSI;Asia/Magadan;11;11;11;Iturup Island Airport;4588
KEK;;;;;;;4589
KHD;OICK;Asia/Tehran;3,5;3,5;3,5;Khorramabad International Airport;4590
KNW;PANW;America/Anchorage;-9;-9;-8;New Stuyahok Airport;4591
KTB;;;;;;;4592
KWP;;;;;;;4593
LAA;KLAA;America/Denver;-7;-7;-6;Lamar Municipal Airport;4594
LBP;;;;;;;4595
LCC;LIBN;Europe/Rome;1;1;2;Lecce Galatina Airport;4596
LCV;LIQL;Europe/Rome;1;1;2;Lucca-Tassignano Airport;4597
LDJ;KLDJ;America/New_York;-5;-5;-4;Linden Airport;4598
LGL;WBGF;Asia/Kuching;8;8;8;Long Lellang Airport;4599
LKE;;;;;;;4600
LLG;YCGO;Australia/Brisbane;10;10;10;Chillagoe Airport;4601
LPC;KLPC;America/Los_Angeles;-8;-8;-7;Lompoc Airport;4602
LTI;ZMAT;Asia/Hovd;7;7;7;Altai Airport;4603
LWE;WATW;Asia/Makassar;8;8;8;Lewoleba Airport;4604
LWV;KLWV;America/Chicago;-6;-6;-5;Lawrenceville–Vincennes International Airport;4605
MEE;NWWR;Pacific/Noumea;11;11;11;La Roche - Maré Island Airport;4606
MFI;KMFI;America/Chicago;-6;-6;-5;Marshfield Municipal Airport;4607
MGC;KMGC;America/Chicago;-6;-6;-5;Michigan City Municipal Airport-Phillips Field;4608
MLR;YMCT;Australia/Adelaide;10,5;9,5;9,5;Millicent Airport;4609
MNQ;YMTO;Australia/Brisbane;10;10;10;Monto Airport;4610
MNT;;;;;;;4611
MPT;;;;;;;4612
MRF;KMRF;America/Chicago;-6;-6;-5;Marfa Municipal Airport;4613
MUQ;YMUC;Australia/Perth;8;8;8;Muccan Station Airport;4614
MVV;LFHM;Europe/Paris;1;1;2;Megève Altiport;4615
MYV;KMYV;America/Los_Angeles;-8;-8;-7;Yuba County Airport;4616
NEI;;;;;;;4617
NIT;LFBN;Europe/Paris;1;1;2;Niort-Souché;4618
NIU;NTKN;Pacific/Tahiti;-10;-10;-10;Niau Airport;4619
NJK;KNJK;America/Los_Angeles;-8;-8;-7;El Centro, Naval Air Facility;4620
