code_iata;icao_code;timezone;gmt_offset;raw_offset;dst_offset;name;ordre
YEI;LTBR;Europe/Istanbul;3;3;3;Bursa Yeni?ehir Airport;2165
ONS;YOLW;Australia/Perth;8;8;8;Onslow Airport;2166
WKJ;RJCW;Asia/Tokyo;9;9;9;Wakkanai Airport;2167
CBQ;DNCA;Africa/Lagos;1;1;1;Calabar;2168
HIO;KHIO;America/Los_Angeles;-8;-8;-7;Portland-Hillsboro Airport;2169
KNS;YKII;Australia/Hobart;11;10;10;King Island Airport;2170
KQR;YKAR;Australia/Perth;8;8;8;Karara Airport;2171
MIU;DNMA;Africa/Lagos;1;1;1;Maiduguri Airport;2172
MJZ;UERR;Asia/Yakutsk;9;9;9;Mirny Airport;2173
PUW;KPUW;America/Los_Angeles;-8;-8;-7;Pullman–Moscow Regional Airport;2174
SRP;ENSO;Europe/Oslo;1;1;2;Stord / Soerstokken;2175
STM;SBSN;America/Santarem;-3;-3;-3;Santarém-Maestro Wilson Fonseca Airport;2176
SZE;HASM;Africa/Addis_Ababa;3;3;3;Semera Airport;2177
UCT;UUYH;Europe/Moscow;3;3;3;Ukhta Airport;2178
CYS;KCYS;America/Denver;-7;-7;-6;Cheyenne Airport;2179
LWK;EGET;Europe/London;0;0;1;Lerwick Tingwall Airport;2180
NEW;KNEW;America/Chicago;-6;-6;-5;Lakefront Airport;2181
PTG;FAPP;Africa/Johannesburg;2;2;2;Polokwane International Airport;2182
SQD;ZSSR;Asia/Shanghai;8;8;8;Shangrao Sanqingshan Airport;2183
VIS;KVIS;America/Los_Angeles;-8;-8;-7;Visalia Municipal Airport;2184
YYF;CYYF;America/Vancouver;-8;-8;-7;Penticton Regional Airport;2185
DCM;LFCK;Europe/Paris;1;1;2;Castres–Mazamet Airport;2186
DEC;KDEC;America/Chicago;-6;-6;-5;Decatur Airport;2187
RRS;ENRO;Europe/Oslo;1;1;2;Røros Airport;2188
SJE;SKSJ;America/Bogota;-5;-5;-5;Jorge Enrique González Torres Airport;2189
TRR;VCCT;Asia/Colombo;5,5;5,5;5,5;Trincomalee Airport;2190
WUN;YWLU;Australia/Perth;8;8;8;Wiluna Airport;2191
LSZ;LDLO;Europe/Zagreb;1;1;2;Lošinj Airport;2192
MYF;KMYF;America/Los_Angeles;-8;-8;-7;Montgomery Field Airport;2193
PGU;OIBP;Asia/Tehran;3,5;3,5;3,5;Persian Gulf International Airport;2194
QBL;;;;;;;2195
SMO;KSMO;America/Los_Angeles;-8;-8;-7;Santa Monica Municipal Airport;2196
SNR;LFRZ;Europe/Paris;1;1;2;Saint-Nazaire - Montoir;2197
ABR;KABR;America/Chicago;-6;-6;-5;Aberdeen Regional Airport;2198
CPE;MMCP;America/Merida;-6;-6;-6;Ing. Alberto Acuña Ongay International Airport;2199
CXJ;SBCX;America/Sao_Paulo;-3;-3;-3;Caxias do Sul Airport;2200
CZU;SKCZ;America/Bogota;-5;-5;-5;Corozal Las Brujas Airport;2201
GMU;KGMU;America/New_York;-5;-5;-4;Greenville Downtown Airport;2202
IBR;RJAH;Asia/Tokyo;9;9;9;Hyakuri Ab;2203
LMV;;;;;;;2204
NAW;VTSC;Asia/Bangkok;7;7;7;Narathiwat Airport;2205
PIS;LFBI;Europe/Paris;1;1;2;Poitiers–Biard Airport;2206
RGA;SAWE;America/Argentina/Ushuaia;-3;-3;-3;Hermes Quijada International Airport;2207
VSE;LPVZ;Europe/Lisbon;0;0;1;Viseu Airport;2208
CXH;CYHC;America/Vancouver;-8;-8;-7;Vancouver Harbour Seaplane Base;2209
MKR;YMEK;Australia/Perth;8;8;8;Meekatharra Airport;2210
NBS;ZYBS;Asia/Shanghai;8;8;8;Changbaishan Airport;2211
NRA;YNAR;Australia/Sydney;11;10;10;Narrandera Airport;2212
OSY;ENNM;Europe/Oslo;1;1;2;Namsos Lufthavn;2213
WST;KWST;America/New_York;-5;-5;-4;Westerly State Airport;2214
ACX;ZUYI;Asia/Shanghai;8;8;8;Xingyi Wanfenglin Airport;2215
BLV;KBLV;America/Chicago;-6;-6;-5;MidAmerica St. Louis Airport;2216
CGF;KCGF;America/New_York;-5;-5;-4;Cuyahoga County Airport;2217
CPD;YCBP;Australia/Adelaide;10,5;9,5;9,5;Coober Pedy Airport;2218
DHN;KDHN;America/Chicago;-6;-6;-5;Dothan Regional Airport;2219
IPT;KIPT;America/New_York;-5;-5;-4;Williamsport-Lycoming County Airport;2220
IWD;KIWD;America/Menominee;-6;-6;-5;Gogebic–Iron County Airport;2221
NKM;RJNA;Asia/Tokyo;9;9;9;Nagoya Airfield;2222
OGL;SYEC;America/Guyana;-4;-4;-4;Eugene F. Correira International Airport;2223
QXB;LFMA;Europe/Paris;1;1;2;Aix-Les Milles;2224
SHC;HASR;Africa/Addis_Ababa;3;3;3;Shire Inda Selassie Airport;2225
TRW;NGTA;Pacific/Tarawa;12;12;12;Bonriki International Airport;2226
UYU;SLUY;America/La_Paz;-4;-4;-4;Uyuni Airport;2227
WWK;AYWK;Pacific/Port_Moresby;10;10;10;Wewak Airport;2228
BDR;KBDR;America/New_York;-5;-5;-4;Igor I Sikorsky Memorial Airport;2229
DBQ;KDBQ;America/Chicago;-6;-6;-5;Dubuque Regional Airport;2230
PMY;SAVY;America/Argentina/Catamarca;-3;-3;-3;Puerto Madryn, CHT;2231
CKW;YCHK;Australia/Perth;8;8;8;Graeme Rowley Airport;2232
GAJ;RJSC;Asia/Tokyo;9;9;9;Yamagata Airport;2233
MAZ;TJMZ;America/Puerto_Rico;-4;-4;-4;Eugenio María de Hostos Airport;2234
NEU;VLSN;Asia/Vientiane;7;7;7;Sam Neua Airport;2235
TVY;VYDW;Asia/Yangon;6,5;6,5;6,5;Dawei Airport;2236
DIJ;LFSD;Europe/Paris;1;1;2;Dijon-Longvic Air Base;2237
HWD;KHWD;America/Los_Angeles;-8;-8;-7;Hayward Air Terminal Airport;2238
IRK;KIRK;America/Chicago;-6;-6;-5;Kirksville Regional Airport;2239
JAU;SPJJ;America/Lima;-5;-5;-5;Francisco Carle Airport;2240
KTT;EFKT;Europe/Helsinki;2;2;3;Kittilä Airport;2241
TNJ;WIDN;Asia/Jakarta;7;7;7;Raja Haji Fisabilillah International Airport;2242
TYQ;;;;;;;2243
WUT;ZBXZ;Asia/Shanghai;8;8;8;Xinzhou Wutaishan Airport;2244
YWK;CYWK;America/Goose_Bay;-4;-4;-3;Wabush Airport;2245
CEU;KCEU;America/New_York;-5;-5;-4;Clemson-Oconee County Airport;2246
CTL;YBCV;Australia/Brisbane;10;10;10;Charleville Airport;2247
JVL;KJVL;America/Chicago;-6;-6;-5;Southern Wisconsin Regional Airport;2248
OLX;;;;;;;2249
QSO;;;;;;;2250
COD;KCOD;America/Denver;-7;-7;-6;Yellowstone Regional Airport;2251
DLE;LFGJ;Europe/Paris;1;1;2;Dole–Jura Airport;2252
HDG;ZBHD;Asia/Shanghai;8;8;8;Hebei Handan;2253
LZR;YLZI;Australia/Lindeman;10;10;10;Lizard Island Airport;2254
NAA;YNBR;Australia/Sydney;11;10;10;Narrabri Airport;2255
RVS;KRVS;America/Chicago;-6;-6;-5;Richard Lloyd Jones Jr Airport;2256
BKW;KBKW;America/New_York;-5;-5;-4;Raleigh County Memorial Airport;2257
EDR;YPMP;Australia/Brisbane;10;10;10;Pormpuraaw Airport;2258
EGS;BIEG;Atlantic/Reykjavik;0;0;0;Egilsstaðir Airport;2259
GON;KGON;America/New_York;-5;-5;-4;Groton-New London Airport;2260
IBM;;;;;;;2261
MCW;KMCW;America/Chicago;-6;-6;-5;Mason City Municipal Airport;2262
MSL;KMSL;America/Chicago;-6;-6;-5;Northwest Alabama Regional Airport;2263
MVB;FOON;Africa/Libreville;1;1;1;Franceville / Mvengue Airport;2264
NAL;URMN;Europe/Moscow;3;3;3;Nalchik Airport;2265
PKZ;VLPS;Asia/Vientiane;7;7;7;Pakse International Airport;2266
QBE;;;;;;;2267
RBR;SBRB;America/Rio_Branco;-5;-5;-5;Rio Branco;2268
TLQ;ZWTP;Asia/Urumqi;6;6;6;Turpan;2269
ALW;KALW;America/Los_Angeles;-8;-8;-7;Walla Walla Regional Airport;2270
ARV;KARV;America/Chicago;-6;-6;-5;Lakeland-Noble F Lee Memorial Field;2271
KRW;UTAK;Asia/Ashgabat;5;5;5;Turkmenbashi Airport;2272
LPT;VTCL;Asia/Bangkok;7;7;7;Lampang Airport;2273
MKT;KMKT;America/Chicago;-6;-6;-5;Mankato Regional Airport;2274
QRW;DNSU;Africa/Lagos;1;1;1;Warri Airport;2275
AOE;LTBY;Europe/Istanbul;3;3;3;Eski?ehir Anadolu Airport;2276
DWH;KDWH;America/Chicago;-6;-6;-5;David Wayne Hooks Memorial Airport;2277
FDK;KFDK;America/New_York;-5;-5;-4;Frederick Municipal Airport;2278
HLH;ZBUL;Asia/Shanghai;8;8;8;Ulanhot Airport;2279
MXN;LFRU;Europe/Paris;1;1;2;Morlaix – Ploujean Airport;2280
RMK;YREN;Australia/Adelaide;10,5;9,5;9,5;Renmark Airport;2281
TEF;YTEF;Australia/Perth;8;8;8;Telfer Airport;2282
VIP;LSMP;Europe/Zurich;1;1;2;Payerne Airport;2283
ACT;KACT;America/Chicago;-6;-6;-5;Waco Regional Airport;2284
MTH;KMTH;America/New_York;-5;-5;-4;Florida Keys Marathon International Airport;2285
POR;EFPO;Europe/Helsinki;2;2;3;Pori Airport;2286
ROG;KROG;America/Chicago;-6;-6;-5;Rogers Municipal Airport;2287
TLU;SKTL;America/Bogota;-5;-5;-5;Golfo de Morrosquillo Airport;2288
TXN;ZSTX;Asia/Shanghai;8;8;8;Huangshan Tunxi International Airport;2289
URO;LFOP;Europe/Paris;1;1;2;Rouen Airport;2290
BAY;LRBM;Europe/Bucharest;2;2;3;Baia Mare International Airport;2291
BWB;YBWX;Australia/Perth;8;8;8;Barrow Island Airport;2292
CSL;KCSL;America/Los_Angeles;-8;-8;-7;O'Sullivan Army Heliport;2293
HBX;VOHB;Asia/Kolkata;5,5;5,5;5,5;Hubli Airport;2294
ISO;KISO;America/New_York;-5;-5;-4;Kinston Regional Jetport;2295
JDZ;ZSJD;Asia/Shanghai;8;8;8;Jingdezhen Airport;2296
NTQ;RJNW;Asia/Tokyo;9;9;9;Noto Airport;2297
PAO;KPAO;America/Los_Angeles;-8;-8;-7;Palo Alto Airport of Santa Clara County;2298
SFL;GVSF;Atlantic/Cape_Verde;-1;-1;-1;São Filipe Airport;2299
TEN;ZUTR;Asia/Shanghai;8;8;8;Tongren Fenghuang Airport;2300
TWF;KTWF;America/Boise;-7;-7;-6;Twin Falls Airport;2301
BPT;KBPT;America/Chicago;-6;-6;-5;Jack Brooks Regional Airport;2302
CNJ;YCCY;Australia/Brisbane;10;10;10;Cloncurry Airport;2303
GPN;YGPT;Australia/Darwin;9,5;9,5;9,5;Garden Point Airport;2304
GTS;YTGT;Australia/Darwin;9,5;9,5;9,5;The Granites Airport;2305
HZA;ZSHZ;Asia/Shanghai;8;8;8;Heze Airport;2306
IMT;KIMT;America/Menominee;-6;-6;-5;Ford Airport;2307
PRM;LPPM;Europe/Lisbon;0;0;1;Portimão Airport;2308
RCB;FARB;Africa/Johannesburg;2;2;2;Richard Bay Airport;2309
ULH;OEAO;Asia/Riyadh;3;3;3;Prince Abdul Majeed bin Abdulaziz Domestic Airport;2310
VCT;KVCT;America/Chicago;-6;-6;-5;Victoria Regional Airport;2311
AJR;ESNX;Europe/Stockholm;1;1;2;Arvidsjaur Airport;2312
ART;KART;America/New_York;-5;-5;-4;Watertown International Airport;2313
FTY;KFTY;America/New_York;-5;-5;-4;Fulton County Airport-Brown Field;2314
HTN;ZWTN;Asia/Urumqi;6;6;6;Hotan Airport;2315
JBR;KJBR;America/Chicago;-6;-6;-5;Jonesboro Municipal Airport;2316
JKL;LGKY;Europe/Athens;2;2;3;Kalymnos Island National Airport;2317
LTQ;LFAT;Europe/Paris;1;1;2;Le Touquet – Côte d'Opale Airport;2318
QCE;;;;;;;2319
ROW;KROW;America/Denver;-7;-7;-6;Roswell Industrial Air Center Airport;2320
USK;UUYS;Europe/Moscow;3;3;3;Usinsk Airport;2321
ZAL;SCVD;America/Santiago;-3;-4;-4;Pichoy Airport;2322
AZD;OIYY;Asia/Tehran;3,5;3,5;3,5;Yazd Airport;2323
BLK;EGNH;Europe/London;0;0;1;Blackpool Airport;2324
BTK;UIBB;Asia/Irkutsk;8;8;8;Bratsk Airport;2325
BVY;KBVY;America/New_York;-5;-5;-4;Beverly Municipal Airport;2326
BZZ;EGVN;Europe/London;0;0;1;RAF Brize Norton;2327
CEC;KCEC;America/Los_Angeles;-8;-8;-7;Del Norte County Airport;2328
CHR;;;;;;;2329
KLH;VAKP;Asia/Kolkata;5,5;5,5;5,5;Kolhapur Airport;2330
MFU;FLMF;Africa/Lusaka;2;2;2;Mfuwe Airport;2331
MYT;VYMK;Asia/Yangon;6,5;6,5;6,5;Myitkyina Airport;2332
NDB;GQPP;Africa/Nouakchott;0;0;0;Nouadhibou International Airport;2333
QNL;;;;;;;2334
SHD;KSHD;America/New_York;-5;-5;-4;Shenandoah Valley Regional Airport;2335
WWD;KWWD;America/New_York;-5;-5;-4;Cape May County Airport;2336
YXL;CYXL;America/Winnipeg;-6;-6;-5;Sioux Lookout Airport;2337
FLO;KFLO;America/New_York;-5;-5;-4;Florence Regional Airport;2338
GYB;YWDC;Australia/Perth;8;8;8;Wodgina Airport;2339
IWJ;RJOW;Asia/Tokyo;9;9;9;Iwami Airport;2340
JEG;BGAA;America/Nuuk;-2;-2;-1;Aasiaat Airport;2341
JLN;KJLN;America/Chicago;-6;-6;-5;Joplin Regional Airport;2342
LEE;KLEE;America/New_York;-5;-5;-4;Leesburg International Airport;2343
MCC;KMCC;America/Los_Angeles;-8;-8;-7;Mc Clellan Airfield;2344
OSJ;;;;;;;2345
SAH;OYSN;Asia/Aden;3;3;3;Sana'a International Airport;2346
SHB;RJCN;Asia/Tokyo;9;9;9;Nakashibetsu Airport;2347
SON;NVSS;Pacific/Efate;11;11;11;Santo-Pekoa International Airport;2348
SWQ;WADS;Asia/Makassar;8;8;8;Brangbiji Airport;2349
SXV;VOSM;Asia/Kolkata;5,5;5,5;5,5;Salem Airport;2350
TCB;MYAT;America/Nassau;-5;-5;-4;Treasure Cay Airport;2351
THN;ESGT;Europe/Stockholm;1;1;2;Trollhättan–Vänersborg Airport;2352
VNX;FQVL;Africa/Maputo;2;2;2;Vilanculos Airport;2353
WEF;ZSWF;Asia/Shanghai;8;8;8;Weifang Airport;2354
BRL;KBRL;America/Chicago;-6;-6;-5;Burlington Municipal Airport;2355
BXG;YBDG;Australia/Melbourne;11;10;10;Bendigo Airport;2356
HOT;KHOT;America/Chicago;-6;-6;-5;Memorial Field Airport;2357
KRP;EKKA;Europe/Copenhagen;1;1;2;Midtjyllands Airport;2358
KSJ;LGKS;Europe/Athens;2;2;3;Kasos Island Public Airport;2359
KWM;YKOW;Australia/Brisbane;10;10;10;Kowanyama Airport;2360
LDU;WBKD;Asia/Kuching;8;8;8;Lahad Datu Airport;2361
MAJ;PKMJ;Pacific/Majuro;12;12;12;Amata Kabua International Airport;2362
OMH;OITR;Asia/Tehran;3,5;3,5;3,5;Orumieh;2363
ORE;LFOZ;Europe/Paris;1;1;2;Orléans – Saint-Denis-de-l'Hôtel Airport;2364
OWB;KOWB;America/Chicago;-6;-6;-5;Owensboro–Daviess County Regional Airport;2365
PFB;SBPF;America/Sao_Paulo;-3;-3;-3;Passo Fundo;2366
QYA;;;;;;;2367
TUO;NZAP;Pacific/Auckland;13;12;12;Taupo Airport;2368
VRL;LPVR;Europe/Lisbon;0;0;1;Vila Real Airport;2369
YGW;CYGW;America/Toronto;-5;-5;-4;Kuujjuarapik Airport;2370
BBS;EGLK;Europe/London;0;0;1;Blackbushe Airport;2371
BFV;VTUO;Asia/Bangkok;7;7;7;Buri Ram Airport;2372
BTM;KBTM;America/Denver;-7;-7;-6;Bert Mooney Airport;2373
FMA;SARF;America/Argentina/Cordoba;-3;-3;-3;Formosa Aerodrome;2374
INL;KINL;America/Chicago;-6;-6;-5;Falls International Airport-Einarson Field;2375
KVO;LYKV;Europe/Belgrade;1;1;2;Morava Kraljevo Airport;2376
LLV;ZBLL;Asia/Shanghai;8;8;8;Lüliang Airport;2377
NOP;LTCM;Europe/Istanbul;3;3;3;Sinop Airport;2378
PDA;SKPD;America/Bogota;-5;-5;-5;Obando Airport;2379
QSE;;;;;;;2380
QSI;HTMS;Africa/Dar_es_Salaam;3;3;3;Moshi Airport;2381
SPG;KSPG;America/New_York;-5;-5;-4;Albert Whitted Airport;2382
WHB;YEWA;Australia/Perth;8;8;8;Eliwana Airport;2383
YFI;CYFI;America/Edmonton;-7;-7;-6;Fort MacKay/Firebag Aerodrome;2384
AKR;DNAK;Africa/Lagos;1;1;1;Akure Airport;2385
CBG;EGSC;Europe/London;0;0;1;Cambridge International Airport;2386
CYA;MTCA;America/Port-au-Prince;-5;-5;-4;Antoine-Simon International Airport;2387
EWB;KEWB;America/New_York;-5;-5;-4;New Bedford Regional Airport;2388
HNS;PAHN;America/Juneau;-9;-9;-8;Haines Airport;2389
KYZ;UNKY;Asia/Krasnoyarsk;7;7;7;Kyzyl Airport;2390
MSS;KMSS;America/New_York;-5;-5;-4;Massena International Airport;2391
MZH;LTAP;Europe/Istanbul;3;3;3;Merzifon;2392
NMF;VRDA;Indian/Maldives;5;5;5;Maafaru International Airport;2393
PKB;KPKB;America/New_York;-5;-5;-4;Wood County Airport;2394
POL;FQPB;Africa/Maputo;2;2;2;Pemba Airport;2395
PXH;YPMH;Australia/Adelaide;10,5;9,5;9,5;Prominent Hill Airport;2396
QBU;;;;;;;2397
QCM;;;;;;;2398
SMQ;WAOS;Asia/Pontianak;7;7;7;Sampit H. Asan Airport;2399
YBG;CYBG;America/Toronto;-5;-5;-4;Bagotville Airport;2400
YOL;DNYO;Africa/Lagos;1;1;1;Yola Airport;2401
GUP;KGUP;America/Denver;-7;-7;-6;Gallup Municipal Airport;2402
IPC;SCIP;Pacific/Easter;-5;-6;-6;Mataveri International Airport;2403
KLF;UUBC;Europe/Moscow;3;3;3;Grabtsevo Airport;2404
MQF;USCM;Asia/Yekaterinburg;5;5;5;Magnitogorsk International Airport;2405
MWA;KMWA;America/Chicago;-6;-6;-5;Williamson County Regional Airport;2406
PCR;SKPC;America/Bogota;-5;-5;-5;Puerto Carreno / A. Guauquea;2407
RMS;ETAR;Europe/Berlin;1;1;2;Ramstein;2408
SVC;KSVC;America/Denver;-7;-7;-6;Silver City Airport;2409
WHA;ZSWA;Asia/Shanghai;8;8;8;Wuhu Xuanzhou Airport;2410
YBL;CYBL;America/Vancouver;-8;-8;-7;Campbell River Airport;2411
BPE;ZBDH;Asia/Shanghai;8;8;8;Qinhuangdao Beidaihe Airport;2412
CYP;RPVC;Asia/Manila;8;8;8;Calbayog Airport;2413
DJG;DAAJ;Africa/Algiers;1;1;1;Cheikh Amoud Ben Mokhtar Airport;2414
FYU;PFYU;America/Anchorage;-9;-9;-8;Fort Yukon Airport;2415
KHX;;;;;;;2416
KXO;HUKI;Africa/Kampala;3;3;3;Kisoro Airport;2417
LBS;NFNL;Pacific/Fiji;12;12;12;Labasa Airport;2418
MXQ;SNCL;America/Bahia;-3;-3;-3;Aeródromo de Lorenzo;2419
NYM;USMM;Asia/Yekaterinburg;5;5;5;Nadym Airport;2420
PSG;PAPG;America/Juneau;-9;-9;-8;Petersburg James A. Johnson Airport;2421
QBN;;;;;;;2422
YPW;CYPW;America/Vancouver;-8;-8;-7;Powell River Airport;2423
CTT;LFMQ;Europe/Paris;1;1;2;Le Castellet;2424
ESC;KESC;America/Detroit;-5;-5;-4;Delta County Airport;2425
FLS;YFLI;Australia/Hobart;11;10;10;Flinders Island Airport;2426
IXG;VOBM;Asia/Kolkata;5,5;5,5;5,5;Belgaum Airport;2427
KIK;ORKK;Asia/Baghdad;3;3;3;Kirkuk Air Base;2428
LTO;MMLT;America/Mazatlan;-7;-7;-7;Loreto International Airport;2429
MRG;YMBA;Australia/Brisbane;10;10;10;Mareeba Airport;2430
MZV;WBMU;Asia/Kuching;8;8;8;Mulu Airport;2431
OSW;UWOR;Asia/Yekaterinburg;5;5;5;Orsk Airport;2432
RAO;SBRP;America/Sao_Paulo;-3;-3;-3;Leite Lopes Airport;2433
RDP;VEDG;Asia/Kolkata;5,5;5,5;5,5;Durgapur Kazi Nazrul Islam Airport;2434
RJH;VGRJ;Asia/Dhaka;6;6;6;Shah Makhdum Airport;2435
SKU;LGSY;Europe/Athens;2;2;3;Skiros Airport;2436
VOL;LGBL;Europe/Athens;2;2;3;Nea Anchialos National Airport;2437
AIT;NCAI;Pacific/Rarotonga;-10;-10;-10;Aitutaki Airport;2438
GKA;AYGA;Pacific/Port_Moresby;10;10;10;Goroka Airport;2439
IFU;VREI;Indian/Maldives;5;5;5;Ifuru Island Airport;2440
IKU;UAFL;Asia/Bishkek;6;6;6;Issyk-Kul International Airport;2441
JJG;SBJA;America/Sao_Paulo;-3;-3;-3;Humberto Ghizzo Bortoluzzi Southern Regional Airport;2442
QQA;;;;;;;2443
QSG;;;;;;;2444
EUA;NFTE;Pacific/Tongatapu;13;13;13;Kaufana Airport;2445
GJL;DAAV;Africa/Algiers;1;1;1;Jijel Ferhat Abbas Airport;2446
HVG;ENHV;Europe/Oslo;1;1;2;Honningsvåg Airport, Valan;2447
IFJ;BIIS;Atlantic/Reykjavik;0;0;0;Ísafjörður Airport;2448
JSY;LGSO;Europe/Athens;2;2;3;Syros Island National Airport;2449
KAJ;EFKI;Europe/Helsinki;2;2;3;Kajaani Airport;2450
KDL;EEKA;Europe/Tallinn;2;2;3;Kärdla Airport;2451
KLR;ESMQ;Europe/Stockholm;1;1;2;Kalmar Öland Airport;2452
KYB;;;;;;;2453
MHC;SCPQ;America/Santiago;-3;-4;-4;Mocopulli Airport;2454
OWD;KOWD;America/New_York;-5;-5;-4;Norwood Memorial Airport;2455
VST;ESOW;Europe/Stockholm;1;1;2;Stockholm-Västerås Airport;2456
WIE;ETOU;Europe/Berlin;1;1;2;Wiesbaden Airport;2457
ZQW;EDRZ;Europe/Berlin;1;1;2;Zweibrücken Airport;2458
DIK;KDIK;America/Denver;-7;-7;-6;Dickinson Municipal Airport;2459
EAT;KEAT;America/Los_Angeles;-8;-8;-7;Pangborn Field;2460
FJR;OMFJ;Asia/Dubai;4;4;4;Fujairah International Airport;2461
GLN;GMAG;Africa/Casablanca;1;0;1;Goulimime Airport;2462
HAR;KCXY;America/New_York;-5;-5;-4;Capital City Airport;2463
IXA;VEAT;Asia/Kolkata;5,5;5,5;5,5;Agartala Airport;2464
OTZ;PAOT;America/Nome;-9;-9;-8;Ralph Wien Memorial Airport;2465
SDD;FNUB;Africa/Luanda;1;1;1;Lubango Airport;2466
SPS;KSPS;America/Chicago;-6;-6;-5;Sheppard Air Force Base/Wichita Falls Municipal Airport;2467
TUP;KTUP;America/Chicago;-6;-6;-5;Tupelo Regional Airport;2468
USJ;UAAL;Asia/Almaty;5;5;5;Usharal Airport;2469
UZR;UASU;Asia/Almaty;5;5;5;Urzhar Airport;2470
WGP;WADW;Asia/Makassar;8;8;8;Mau Hau Airport;2471
BNS;SVBI;America/Caracas;-4;-4;-4;Barinas Airport;2472
BSO;RPUO;Asia/Manila;8;8;8;Basco Airport;2473
DMB;UADD;Asia/Almaty;5;5;5;Taraz Airport;2474
DTB;WIMN;Asia/Jakarta;7;7;7;Silangit Airport;2475
ERV;KERV;America/Chicago;-6;-6;-5;Kerrville Municipal Airport;2476
FAV;NTGF;Pacific/Tahiti;-10;-10;-10;Fakarava Airport;2477
FOD;KFOD;America/Chicago;-6;-6;-5;Fort Dodge Municipal Airport;2478
GAL;PAGA;America/Anchorage;-9;-9;-8;Galena Airport;2479
HDF;EDAH;Europe/Berlin;1;1;2;Heringsdorf Airport;2480
MTN;KMTN;America/New_York;-5;-5;-4;Martin State Airport;2481
QDH;;;;;;;2482
QIU;;;;;;;2483
RMZ;USTJ;Asia/Yekaterinburg;5;5;5;Tobolsk Remezov Airport;2484
RVE;SKSA;America/Bogota;-5;-5;-5;Los Colonizadores Airport;2485
SCK;KSCK;America/Los_Angeles;-8;-8;-7;Stockton Metropolitan Airport;2486
SKX;UWPS;Europe/Moscow;3;3;3;Saransk Airport;2487
SOJ;ENSR;Europe/Oslo;1;1;2;Sørkjosen Airport;2488
ALS;KALS;America/Denver;-7;-7;-6;San Luis Valley Regional Airport;2489
ESD;KORS;America/Los_Angeles;-8;-8;-7;Orcas Island Airport;2490
GTZ;HTGR;Africa/Dar_es_Salaam;3;3;3;Grumeti River;2491
KFS;LTAL;Europe/Istanbul;3;3;3;Kastamonu Airport;2492
MAQ;VTPM;Asia/Bangkok;7;7;7;Sanam Bin Mae Sot;2493
MGT;YMGB;Australia/Darwin;9,5;9,5;9,5;Milingimbi Airport;2494
MOQ;FMMV;Indian/Antananarivo;3;3;3;Morondava Airport;2495
MSU;FXMM;Africa/Maseru;2;2;2;Maseru / Moshoeshoe;2496
PDT;KPDT;America/Los_Angeles;-8;-8;-7;Eastern Oregon Regional Airport;2497
SWO;KSWO;America/Chicago;-6;-6;-5;Stillwater Regional Airport;2498
SZY;EPSY;Europe/Warsaw;1;1;2;Szczytno-Szymany International Airport;2499
TGM;LRTM;Europe/Bucharest;2;2;3;Târgu Mure? Transilvania Airport;2500
TMM;FMMT;Indian/Antananarivo;3;3;3;Toamasina Airport;2501
UEO;ROKJ;Asia/Tokyo;9;9;9;Kumejima Airport;2502
VGZ;SKVG;America/Bogota;-5;-5;-5;Villa Garzón Airport;2503
BBX;KLOM;America/New_York;-5;-5;-4;Wings Field;2504
BZX;ZUBZ;Asia/Shanghai;8;8;8;Bazhong Enyang Airport;2505
CGM;RPMH;Asia/Manila;8;8;8;Camiguin Airport;2506
CMR;LFGA;Europe/Paris;1;1;2;Colmar-Houssen Airport;2507
DIB;VEMN;Asia/Kolkata;5,5;5,5;5,5;Dibrugarh Airport;2508
POW;LJPZ;Europe/Ljubljana;1;1;2;Portorož Airport;2509
QBW;;;;;;;2510
QBZ;;;;;;;2511
QOV;;;;;;;2512
QSB;;;;;;;2513
QSN;MUNB;America/Havana;-5;-5;-4;San Nicolás de Bari Airport;2514
SMS;FMMS;Indian/Antananarivo;3;3;3;Sainte-Marie Aerodrome;2515
TVS;ZBTS;Asia/Shanghai;8;8;8;Tangshan Sannühe Airport;2516
YGL;CYGL;America/Toronto;-5;-5;-4;La Grande Rivière Airport;2517
DXR;KDXR;America/New_York;-5;-5;-4;Danbury Municipal Airport;2518
ILI;PAIL;America/Anchorage;-9;-9;-8;Iliamna Airport;2519
IMF;VEIM;Asia/Kolkata;5,5;5,5;5,5;Imphal International Airport;2520
LYA;ZHLY;Asia/Shanghai;8;8;8;Luoyang Beijiao Airport;2521
PAH;KPAH;America/Chicago;-6;-6;-5;Barkley Regional Airport;2522
QBO;;;;;;;2523
QBT;;;;;;;2524
TCA;YTNK;Australia/Darwin;9,5;9,5;9,5;Tennant Creek Airport;2525
TET;FQTT;Africa/Maputo;2;2;2;Chingozi Airport;2526
VHM;ESNV;Europe/Stockholm;1;1;2;South Lapland Airport;2527
WUA;ZBUH;Asia/Shanghai;8;8;8;Wuhai Airport;2528
BIH;KBIH;America/Los_Angeles;-8;-8;-7;Bishop Airport;2529
BPL;ZWBL;Asia/Shanghai;8;8;8;Bole Alashankou Airport;2530
CJM;VTSE;Asia/Bangkok;7;7;7;Chumphon Airport;2531
IQN;ZLQY;Asia/Shanghai;8;8;8;Qingyang Airport;2532
JEF;KJEF;America/Chicago;-6;-6;-5;Jefferson City Memorial Airport;2533
